response,contrast,pedestal,temporal_frequency,spatial_frequency,size,eccentricity
0,-0.370956182,-0.058016658,4.592113018,5.349292278,4.846266747,9.960672379
1,-1.350608826,-0.539455056,18.29851341,6.470453262,2.001645327,5.33741951
1,-0.511652291,-1.237004519,8.786369324,1.489008427,5.977519989,3.75563097
0,-1.235741973,-1.335666656,5.941108704,0.630729556,7.859089375,6.459559917
0,-0.58129245,-0.638500333,16.73963356,5.602070332,3.916140318,3.041216135
0,-1.095597029,-0.334337592,0.525990129,4.490442753,2.262434721,2.325438023
1,-0.065373063,-1.066492558,12.26201534,2.556443214,7.257842064,8.242232323
1,-0.791222215,-1.065826535,4.474920273,1.833709359,8.514653206,7.541790485
1,-0.321405411,-0.345199585,12.73707294,6.830242634,3.396252632,1.624501944
0,-1.400853395,-0.65107584,9.059802055,4.880724907,2.87022543,3.741952419
0,-0.555343688,-1.312895179,18.25945282,2.972314358,6.795615673,7.160180092
0,-1.285843492,-1.224446535,16.70056915,2.189537764,9.238243103,4.461258411
1,-0.624760687,-0.562231958,6.214551449,4.140162468,5.350309849,6.042935848
0,-1.051354885,-0.058677197,12.45732403,6.048432827,1.374577999,9.255361557
1,-0.016045451,-0.779641449,0.408808023,1.092180252,6.460121155,0.172172189
1,-1.429301977,-0.878439903,7.098750591,6.2666502,7.453116417,3.902383089
1,-0.388098717,-0.157631993,15.04473209,1.687951446,2.350062847,5.444507122
1,-0.91374433,-0.463277221,1.283394337,3.624773502,4.075717449,9.891974449
1,-0.24685955,-1.125648022,10.79187489,5.140740871,7.98129797,0.848958552
1,-1.028811932,-1.411878467,14.24749279,4.285151958,5.784983635,8.154605865
1,-0.177385449,-0.749845684,3.442862988,2.753898621,1.912395239,2.198135376
1,-1.169134498,-0.246429682,19.76026154,0.832933187,4.688345909,3.050637007
1,-0.69349283,-0.966843188,8.01813221,5.395205021,9.754080772,6.508646965
1,-1.201013088,-1.029444814,11.7695961,3.21498847,1.656588078,2.727679253
1,-0.733394444,-0.191838264,1.008645654,4.746059418,5.615057468,6.770577431
0,-0.966160178,-0.68724966,17.1944809,6.667013168,9.520957947,8.556936264
1,-0.124311686,-1.4664644,5.496029854,2.104948759,4.50564003,2.013098478
1,-0.846755266,-1.18760848,9.54272747,1.233193517,2.589742899,9.646102905
1,-0.19519341,-0.408045053,17.53238678,5.812106133,7.63805294,1.190036416
1,-1.456751704,-0.095676661,3.79573679,3.875270844,8.234873772,4.068919182
0,-0.429499388,-0.933666885,13.34789658,2.359115124,4.239086151,5.026497364
0,-1.078838944,-0.842197418,19.15919304,5.310414791,4.968674183,9.028829575
1,-0.057411909,-0.004039884,8.707089424,3.359984636,8.91179657,0.611095905
1,-1.218797207,-0.49968183,14.96478462,1.451726437,6.064916611,4.764702797
0,-0.573151767,-1.279078007,2.950180054,6.40775919,1.069408774,5.683327675
0,-1.338258862,-1.374810457,2.011672735,5.666341305,3.793551922,3.282468081
1,-0.502212703,-0.59579742,10.30773735,0.669607043,8.826517105,7.363327026
1,-0.823066473,-0.283290505,6.489138603,2.619137526,7.170557022,7.924399853
1,-0.361341357,-1.121098757,15.72270393,4.527724743,3.194577217,1.342000842
0,-1.376824021,-1.089761496,13.58496857,0.970893979,1.230904818,0.32494247
1,-0.534146369,-0.321917653,4.349524498,6.17130661,6.325291157,8.782691002
0,-0.76701498,-0.580241561,18.07235146,4.017064095,9.099668503,5.880609512
0,-0.300019145,-1.383076429,9.774407387,2.311048508,5.202691078,4.923800945
1,-1.069336534,-1.294239402,5.107489586,3.052392006,3.004508495,7.322563648
1,-0.042924881,-0.491787434,17.12387657,4.799059868,6.938737392,3.279199839
1,-1.304379702,-0.035737991,0.922997594,6.91203022,8.662823677,1.472094059
1,-0.652183592,-0.803232372,11.37688446,1.753509521,3.535374641,8.013946533
1,-0.926433086,-0.902010083,16.13082504,5.503818989,4.546285629,6.666071415
1,-0.280130506,-0.134714842,6.579209328,0.722731292,9.620933533,2.583230495
0,-1.441435218,-0.392810583,10.37391472,2.864278316,5.646924019,2.050228596
1,-0.420825958,-1.195461631,2.384798765,4.176359653,1.765359879,8.632178307
1,-1.139056921,-1.482036114,2.732693911,5.048040867,4.209417343,0.99646455
1,-0.677977502,-0.679036438,14.43046761,3.719061375,8.123904228,9.414955139
1,-0.998911262,-0.223122835,8.147658348,1.59339571,7.599604607,5.286987305
1,-0.16205883,-0.990801752,18.90793228,6.359618664,2.487571239,4.370037556
1,-0.943595171,-0.959013224,0.157106087,2.45201087,7.819804192,5.491402626
1,-0.098719716,-0.261641145,11.89863396,3.78078866,3.81534934,3.909265757
0,-1.178271174,-0.710830569,5.679488659,5.906466007,2.162193537,0.715155482
1,-0.707613766,-1.443512201,16.4835186,1.140419722,7.219106197,9.79635334
1,-1.484986782,-1.164313793,18.63336372,1.996132493,9.94414711,2.487922192
1,-0.44905448,-0.43197,9.12550354,6.777415752,4.920158386,8.406895638
0,-0.875545859,-0.165867925,12.82762337,4.635881424,2.07608676,6.305309296
1,-0.215292215,-0.86284548,4.882261276,3.323580265,6.04315424,2.887847662
1,-1.253458142,-0.771398187,7.624678135,4.447451115,6.754972458,1.812018037
1,-0.587379634,-0.074210405,19.67505264,2.700997114,2.770256996,7.769248009
1,-1.112945318,-0.52362752,3.371822834,0.588015258,3.364388943,6.90332365
0,-0.071096301,-1.255761027,13.85969925,5.746346951,8.405887604,3.446985245
1,-0.806172013,-1.351883292,11.02402878,6.529247284,6.489788055,6.143732071
1,-0.329712629,-0.619354725,1.822574258,1.328651905,1.48554039,4.599632263
0,-1.321542263,-0.353116989,15.59929943,3.482881308,5.388756752,0.141174078
0,-0.470772982,-1.050642014,7.335343838,5.189104557,9.340409279,9.183732986
1,-1.320426106,-1.053729773,11.35372925,6.995537281,2.778181076,6.47012043
1,-0.471889019,-0.35656476,0.868026733,1.769977331,6.74758482,3.013479471
1,-0.804369926,-0.616273165,17.17884827,3.13709712,8.396927834,2.323031187
0,-0.331514716,-1.348429441,5.130647659,4.817503452,3.375001192,8.28117466
0,-1.108156323,-1.258493781,9.829374313,4.000596523,1.457214832,0.879855633
1,-0.075885296,-0.525988102,18.09550476,2.227541447,6.516461849,9.922112465
1,-1.24944663,-0.071483612,4.326370239,0.952450275,9.365513802,5.326629639
0,-0.591391146,-0.769031644,13.52999878,6.086601734,5.363115311,3.783443213
1,-0.87735939,-0.866344631,18.96778297,1.522972226,3.842498302,0.286539674
1,-0.213478684,-0.1689955,8.165927887,6.330065727,7.7920928,9.368044853
0,-1.486114383,-0.428476214,14.41219521,4.975641251,7.193118095,5.998458385
0,-0.447926998,-1.161180735,2.672842026,3.688310623,2.186537743,4.415403366
1,-1.182271242,-1.445924282,2.36652565,2.893831253,4.913257122,7.048559189
1,-0.703613698,-0.713603377,10.31406212,4.246783257,9.952692032,3.631404877
1,-0.948372722,-0.259234548,6.639064789,5.53456974,6.053426743,1.666843176
0,-0.093942165,-0.956234932,16.14909935,0.79513073,2.066376448,7.584898472
1,-0.999993086,-0.993202507,4.898092747,4.606322765,9.647541046,1.30484283
1,-0.160977006,-0.225883961,12.88991737,3.253163099,4.518034458,7.885874748
1,-1.140916109,-0.676641405,9.063206673,1.96538806,1.73991251,7.489896774
1,-0.676118195,-1.479269266,18.61753082,6.705009937,5.67180872,3.407363653
1,-1.446166992,-1.198972106,16.4212265,5.976882935,8.116462708,5.713467121
1,-0.416094065,-0.395949841,5.66366148,1.169978619,4.217421532,4.795599461
1,-0.93047893,-0.131209373,11.91446495,2.524416447,2.498383999,0.492155552
1,-0.276084661,-0.898865819,0.219399914,3.811533213,7.590435505,8.910953522
1,-1.302531838,-0.805953562,7.277936459,3.49934268,6.333772659,5.139181614
1,-0.654031456,-0.03808713,15.57858849,5.272617817,1.224075437,4.18328619
1,-1.068266153,-0.489072084,1.843287706,6.547697544,5.193172932,1.144181013
0,-0.043995261,-1.291884303,11.08143997,1.413350821,9.109723091,9.601626396
0,-0.762957692,-1.386175632,13.88041306,0.504501939,6.910969734,1.902550459
1,-0.304076433,-0.583700538,3.429234266,5.729885101,3.03173995,8.445316315
1,-1.372080803,-0.318824887,19.61763954,4.362751961,3.559921503,6.813686371
0,-0.538889587,-1.086296082,7.603960514,2.682547331,8.636624336,2.770020008
0,-0.82418263,-1.123830795,0.466221333,6.031966686,8.937243462,4.253386497
1,-0.360225201,-0.285650373,12.4780407,1.008671284,4.943790436,5.171704292
1,-1.340060949,-0.593071342,6.193833828,2.17109251,1.042797327,9.461725235
0,-0.500410616,-1.37244463,16.64315224,4.055459023,6.093171597,1.044909239
0,-1.223586202,-1.282164812,18.23874474,4.964233875,8.815705299,8.741199493
0,-0.568362772,-0.503128886,9.002393723,2.988780737,3.802720308,2.158492565
0,-1.082850456,-0.000959039,12.79448128,1.918413162,3.202022314,2.543478966
1,-0.053400397,-0.838744402,4.495631695,6.848687649,7.162549496,6.625256062
0,-1.454938173,-0.936078131,8.002304077,0.862487257,5.624572754,8.050188065
0,-0.431313038,-0.098448753,19.69797134,5.465626717,1.646536827,1.506653309
1,-0.845627666,-0.405639172,3.505154848,4.315900803,4.497157097,3.156597853
1,-0.196321011,-1.184831142,14.26332092,2.826299191,9.527788162,7.198582649
0,-0.96216011,-1.469962955,10.85417175,3.554351807,7.613509178,4.890305519
1,-0.128311753,-0.69037652,1.299227357,5.111186504,2.61593914,5.848186493
0,-1.196235538,-0.188345194,15.02889633,6.19424963,4.266854763,8.903156281
1,-0.738171995,-1.02631247,7.03645277,1.657202601,8.207641602,0.44617641
0,-1.168052673,-0.970353305,13.28804111,3.945686817,2.359019756,9.068451881
1,-0.694574654,-0.249567986,3.777462959,2.388675213,7.442507267,0.024522552
1,-1.026952624,-0.746341288,17.55066299,1.305600405,7.973373413,4.648076534
1,-0.179244757,-1.408734679,9.602584839,5.842849255,4.083106041,6.19050312
1,-0.909012556,-1.128047705,5.514297485,6.637452602,1.887293577,3.555248737
1,-0.251591325,-0.466038108,17.25432968,2.034533262,5.810621738,7.012345791
1,-1.425256133,-0.155237317,0.948794544,3.184246063,9.782407761,7.728433609
1,-0.392144442,-0.875674009,11.75132656,4.673652172,4.661670685,1.77226603
1,-1.053202748,-0.78273958,15.74585438,2.535622358,3.42223978,2.922406435
1,-0.014197588,-0.062135935,6.544103622,4.511264801,8.490310669,6.341552258
0,-1.286913872,-0.55913955,10.25276947,5.581644058,6.768464088,8.282916069
1,-0.623690307,-1.220982075,1.988519192,0.651155353,2.897939444,2.365319729
0,-1.404910684,-1.315616012,2.895208836,1.468186617,5.340038776,9.763931274
1,-0.551286399,-0.653424025,14.94162655,6.49127388,9.247952461,0.681659639
1,-0.795965433,-0.342485189,8.730249405,5.328866005,6.467025757,4.030498981
1,-0.316662192,-1.063471913,19.21416855,3.44468236,1.366029739,5.611868858
1,-1.090807319,-1.069945574,6.270672798,1.096750021,4.855295181,6.160942078
1,-0.070162773,-0.337418437,15.78491306,6.04386425,9.8683815,4.580066681
0,-1.231731176,-0.635053277,2.105712652,4.145127296,5.969665051,0.132289335
0,-0.585303247,-1.332579851,10.05745411,2.184573174,2.008964062,9.214676857
1,-1.349493384,-1.239370346,14.74631786,2.976883173,3.891103745,1.820826292
1,-0.512767732,-0.542181134,3.012390375,4.8761549,7.884661674,7.738533497
1,-0.833804607,-0.055656791,19.25323296,6.835206985,7.286236286,6.885731697
1,-0.372758985,-0.787788868,8.456805229,1.828745008,2.235692739,3.467085361
1,-1.211705446,-0.882377505,4.050893784,5.377542019,1.559104681,2.473003149
1,-0.744857848,-0.150032282,13.24898243,0.850595951,6.556844711,8.429052353
1,-0.977440476,-0.447805643,9.485390663,2.736637354,9.40534687,6.311903
1,-0.134820938,-1.144781709,17.74597931,4.30241394,5.464456081,2.854313374
0,-0.859643459,-1.426983833,17.44963837,5.123077869,2.703190804,5.485190868
1,-0.207390666,-0.729613304,5.397116661,3.642436743,6.681400299,3.942266703
1,-1.468765855,-0.24285841,11.71226025,1.670689464,8.330194473,0.730150819
0,-0.442204475,-0.975541472,1.222238541,6.283911228,3.29946208,9.773966789
0,-1.41710043,-1.012508154,19.97140312,2.376762867,7.003521442,0.995733976
1,-0.375214815,-0.209507346,7.963246346,3.857624292,3.080362558,9.452220917
0,-0.901043534,-0.692651868,14.1461277,5.829358578,3.609093904,5.298923969
1,-0.234841108,-1.460329771,3.700471401,1.215941072,8.729725838,4.340925217
1,-1.017341375,-1.182572603,1.494535923,2.122595787,6.249444485,6.654211044
1,-0.166700244,-0.415278435,10.73698997,6.649364948,1.166130781,2.612113476
1,-1.158632398,-0.11224699,6.997385979,4.763311863,5.13577795,2.051341295
0,-0.682205379,-0.91489923,15.30233955,3.19773674,9.025943756,8.594378471
0,-0.780674338,-0.82471019,12.20460892,4.523170948,8.050260544,7.325885773
1,-0.310163736,-0.022259474,0.505280018,2.623691082,4.142448425,3.244224787
1,-1.389428616,-0.505265951,16.76034546,0.664652228,2.422862053,1.457566261
0,-0.544612706,-1.272761464,5.998517036,5.671297073,7.523684502,8.04076767
1,-1.273096919,-1.370325089,8.807085991,6.403205395,9.687906265,0.339089334
1,-0.612788022,-0.602480114,18.35592651,1.45628047,4.619941235,8.756403923
0,-1.039199114,-0.299679041,4.534698009,3.355029106,1.841270447,5.877211094
1,-0.003115773,-1.102512836,12.52103806,5.315369129,5.711625099,4.959004402
1,-1.264738441,-1.092783332,15.3832798,1.758064032,7.713751793,3.319121599
0,-0.597888887,-0.313768864,7.395117283,6.907474041,2.654674053,7.363209248
1,-1.123637676,-0.565319061,11.12050629,4.804013729,4.306139469,7.895900726
1,-0.082559705,-1.403125882,1.569844246,3.047438383,8.308432579,1.353324413
0,-0.818186164,-1.310260534,3.155802727,2.315604687,5.550132275,9.057100296
1,-0.342417717,-0.472104311,13.91947174,4.012509346,1.580901623,0.599848449
1,-1.334430456,-0.031617403,7.72115469,6.176260471,4.432071686,4.727515697
1,-0.482970238,-0.81101501,19.42232323,0.965940118,9.453897476,5.6838274
1,-0.95652914,-0.905580044,13.08522606,6.341972828,8.759391785,9.611736298
1,-0.110871196,-0.126017928,4.780911922,1.611041784,3.720056772,1.192750812
1,-1.190239549,-0.377703786,18.57846451,3.701806784,3.118809938,4.095132351
0,-0.72036463,-1.215695381,9.336650848,5.065293789,7.105686188,5.012577057
0,-1.495724916,-1.497509122,5.937092304,4.158713341,8.985300064,2.702000618
1,-0.460472107,-0.659901261,16.38216782,2.881924391,5.035809517,6.784115791
1,-0.886780381,-0.219186664,0.10220591,0.705478191,1.134267449,8.591531754
1,-0.225847244,-0.998399973,12.10978127,5.521073341,6.140678406,2.010307789
1,-0.915008307,-0.942441404,8.361236572,3.341240883,5.274386406,8.134431839
1,-0.269399524,-0.28041029,18.8506012,4.618219376,9.173528671,2.215953827
1,-1.430887341,-0.715865135,2.633775473,6.794678688,6.393152237,3.082187653
1,-0.409584284,-1.43628037,14.68563938,1.978869557,1.300926924,6.499154568
0,-1.12690115,-1.158912897,10.58749294,1.158081889,3.460957289,3.87106061
1,-0.665047824,-0.438103199,2.327466965,5.888805389,8.590569496,5.453923225
1,-0.986164689,-0.182806015,16.03190613,3.798051834,6.869272709,9.912682533
1,-0.150086164,-0.845175028,6.834381104,2.434747696,2.937206745,0.830759048
0,-1.364123225,-0.755011022,0.672718048,5.184533596,1.979295731,4.484028339
1,-0.522127926,-0.092794776,11.47091007,3.48745203,5.85869503,6.027403831
1,-0.754813433,-0.528114438,5.169713497,1.323688269,9.829932213,9.221214294
0,-0.287135243,-1.249076843,16.90540504,6.534209728,4.75312376,0.179378688
1,-1.058834434,-1.346297741,17.82207298,5.74177599,2.276339054,7.575404167
1,-0.03163743,-0.625672638,9.868432999,0.59258604,7.386210442,1.61767745
1,-1.292909145,-0.370602846,13.64719296,2.696034908,7.916527271,3.718953133
0,-0.641498387,-1.032423854,4.131053925,4.452414513,3.999876499,7.175788403
0,-0.855403543,-1.037859321,14.4763298,2.209657669,6.125031471,5.901870251
0,-0.188559651,-0.364297628,2.73550725,4.118455887,1.006543159,4.983181953
1,-1.464113593,-0.631977797,19.06136894,6.069561005,4.980045795,0.382821739
1,-0.423052788,-1.340862393,8.25804615,1.0726403,8.905382156,8.800570488
1,-1.204272747,-1.243618965,6.7038064,1.854449511,7.128492355,1.41400528
0,-0.728487134,-0.534350574,16.21115303,6.811089516,3.240474224,7.996429443
1,-0.970327854,-0.08655858,2.460720778,4.901231766,3.764267445,7.301093102
1,-0.118861914,-0.760469019,10.40556717,2.950219631,8.84976387,3.220180988
1,-1.342415571,-0.850657225,17.09664917,4.278106213,9.561846733,2.1046772
1,-0.496774673,-0.176545501,5.046978474,2.762532473,4.458704948,8.648453712
1,-0.82631439,-0.444363713,11.2811451,0.824122727,1.68498826,6.688778877
1,-0.356445193,-1.1534307,0.793974459,5.40242815,5.590515614,2.645894289
0,-1.086212635,-1.430866361,4.244782925,6.257445812,8.175780296,5.264527798
1,-0.050954103,-0.722148836,13.44572258,1.695567846,4.303110123,4.306972504
0,-1.22745657,-0.27412653,9.757403374,3.618120909,2.579684734,0.942264318
0,-0.566506267,-0.947855294,18.02084351,5.148980618,7.645369053,9.39827919
1,-1.277645588,-1.004683375,1.771848798,1.242610931,4.046852112,0.774460196
1,-0.632042646,-0.213773012,11.00654793,5.804275513,8.005233765,9.817537308
0,-1.043336272,-0.665314913,7.196575165,3.881735563,7.410646439,5.509205818
0,-0.022050261,-1.491225839,15.49377537,2.351064682,2.395275116,3.967068672
1,-0.787889719,-1.209434628,19.54559135,3.221852541,4.700122833,6.287715912
1,-0.326019287,-0.38318634,7.529682159,4.73760891,9.748351097,2.829682827
1,-1.396964788,-0.120535374,13.79844475,6.676030159,5.844679832,2.428827047
0,-0.560880542,-0.911840856,3.345033646,2.09751749,1.848840952,8.385349274
0,-1.024911642,-0.817251444,9.157632828,5.645400524,2.859486818,6.919674873
1,-0.18293345,-0.026159167,18.70850372,0.688961983,6.802522182,3.501510143
0,-1.165791035,-0.477562547,4.963371277,2.598806381,8.456253052,1.874758244
0,-0.698118448,-1.304023981,12.95174408,4.549642563,3.460690975,7.792031765
1,-1.421294332,-1.396821022,12.00827789,5.290489197,1.402285099,0.078185506
1,-0.394091725,-0.57075417,0.310981601,3.381495953,6.435164928,9.16135025
1,-0.905558288,-0.308333755,16.48589325,1.430379391,9.279811859,6.127132893
1,-0.254130363,-1.099088192,5.7260952,6.427519798,5.30378437,4.545508385
0,-1.476893902,-1.10875082,3.586534023,3.073314905,3.340943336,3.685009956
1,-0.45623219,-0.294219375,14.34811497,4.779724121,8.435380936,7.141363621
1,-0.867628634,-0.607939839,8.073759079,6.932378769,6.709133148,7.521471977
1,-0.221194983,-1.364087105,19.77283859,1.731572509,2.81223774,1.564179182
0,-0.940158427,-1.266455293,15.11088848,0.990849614,5.394976139,9.275318146
1,-0.103438497,-0.510702431,7.120637894,6.149764061,9.329257965,0.232705057
1,-1.174280405,-0.016823053,10.92623806,4.038381577,6.552716255,4.517837524
1,-0.713252068,-0.831016481,1.373488188,2.291319847,1.425354958,6.061962128
0,-0.802193165,-0.921181083,6.128578186,5.038603783,2.154677868,9.868372917
1,-0.335339785,-0.106834888,16.58131027,3.726909876,7.229372501,0.78718853
1,-1.318116665,-0.420690536,0.371815413,1.586950541,7.75583744,3.847045422
0,-0.47547996,-1.176290512,12.38704777,6.367650986,3.874358892,5.429121017
1,-1.245529771,-1.45407033,12.72983456,5.496986866,2.100433588,3.106374741
1,-0.593294144,-0.698133051,4.433176994,0.73115164,6.014975071,6.523785114
1,-1.104840636,-0.204026222,18.14494705,2.855229616,9.991145134,8.178607941
1,-0.078285098,-1.018767595,8.91078949,4.183821678,4.879199028,2.259657621
0,-1.078088999,-0.981022358,10.15920258,2.003160477,5.710261345,8.53819561
1,-0.036186218,-0.236599326,1.89638257,6.768800735,1.705854535,1.956232548
0,-1.311843634,-0.735872388,15.68174362,4.644709587,4.552091122,2.667433023
1,-0.645635486,-1.421503067,6.481422901,3.316337824,9.609089851,6.750335217
1,-1.379978657,-1.139369249,8.636070251,2.461245537,7.554180145,4.129528522
0,-0.529343367,-0.454087853,19.1226387,3.773140907,2.530245066,5.04652977
0,-0.771081269,-0.143750072,2.830485106,5.913088799,4.18556118,9.665205002
1,-0.294671416,-0.887790024,14.87955475,1.132211685,8.15271759,1.2466923
1,-1.143134356,-0.793225646,17.62326241,6.509108067,9.14597702,4.702856541
1,-0.672618032,-0.049350262,9.676614761,1.350376844,5.161313057,5.659649849
1,-1.002077818,-0.548487663,13.37026024,3.461772442,1.255936146,9.013367653
1,-0.157244682,-1.233933568,3.861111164,5.20862627,6.2975173,0.555681884
1,-0.933885217,-1.327120423,1.020785809,4.426743031,8.598173141,7.939461708
1,-0.273593545,-0.641290903,11.82596779,2.720119953,3.593978882,1.397662401
1,-1.450176597,-0.331180811,5.595907688,0.567476749,2.997681618,3.343914032
0,-0.414098978,-1.075404882,17.33859062,5.768472195,6.949422359,7.387252808
0,-1.186831474,-1.057165742,9.403172493,4.842414379,8.276571274,6.837874413
1,-0.722856879,-0.34792161,17.66233063,3.110599041,4.342394829,2.794651747
1,-0.952521265,-0.647987545,3.978295088,1.795847416,2.618419886,1.946727753
0,-0.11286521,-1.321922183,13.17495346,6.971253872,7.745611191,8.489021301
1,-0.884563386,-1.227220058,11.63064957,6.112479687,9.487955093,1.099870324
1,-0.229345679,-0.553679824,1.137977004,0.928159118,4.393618584,9.558054924
1,-1.493639231,-0.067595601,17.3776474,2.252444744,1.619353294,5.115165234
1,-0.464206219,-0.776501715,5.32247448,3.974106312,5.516075134,4.158483028
1,-1.115737915,-0.869414568,2.169824123,3.664225578,7.071629047,0.546260595
1,-0.092107058,-0.160718441,10.12013435,5.00131321,3.157261372,8.964281082
1,-1.256616592,-0.460556984,6.364239693,6.303369522,3.681604385,5.747277737
1,-0.607292771,-1.134307146,15.8770504,1.548081636,8.793449402,4.83015871
1,-1.324608684,-1.415016532,19.31795692,0.768442214,6.17253828,7.455952644
1,-0.490777493,-0.740929127,8.518877983,5.559671402,1.098013043,3.372937441
1,-0.808873296,-0.254980087,14.84049797,4.222690582,5.072065353,1.250909567
1,-0.350815415,-0.964071333,3.103918552,2.919510841,8.953438759,7.83237505
1,-0.75872916,-1.020900011,16.85475159,6.731506348,1.337182164,1.71040535
1,-0.285233974,-0.194627404,6.08950901,1.940478683,6.361290932,7.629237652
0,-1.367439985,-0.68409431,12.26986408,3.277447939,9.205389023,7.073352814
1,-0.519726396,-1.475375414,0.567121565,4.580451012,5.238132,3.655450106
0,-1.295087814,-1.190311909,4.62849617,3.835822821,2.89875412,5.973797798
1,-0.637672186,-0.399380088,12.61264324,2.498539925,6.903330803,4.391224861
1,-1.061142206,-0.104707837,8.871733665,1.196470499,8.556512833,0.242806077
0,-0.028047681,-0.930597305,18.41838074,5.951978683,3.499409199,9.323877335
1,-1.439100504,-0.833284974,14.07467365,1.387677312,4.791575432,5.361027241
1,-0.400089622,-0.007196665,3.625602484,6.571784019,9.795874596,3.817397118
1,-0.923000097,-0.49689126,19.89002419,5.247509956,5.892753124,0.933326423
1,-0.259759426,-1.287624121,7.878453255,3.526037455,1.940843225,9.976055145
0,-0.995386958,-1.377881408,6.925318718,2.657444239,3.963621855,2.269694328
1,-0.14177978,-0.586764812,15.2280798,4.389442444,7.948387146,8.227098465
1,-1.136630177,-0.291956902,1.41254437,5.70420742,7.354349613,6.435551643
1,-0.657332659,-1.118394017,10.65280437,0.528593063,2.312594891,2.979697227
1,-0.981403232,-1.080838203,18.5131855,4.081162453,2.043021202,3.996101856
1,-0.132871985,-0.325061083,9.274824142,2.146976471,5.931213379,5.577915192
1,-1.215158701,-0.577464402,12.9907999,1.03374958,9.906833649,9.710460663
1,-0.742320538,-1.391633511,4.689937592,6.005301476,4.821237564,0.627716899
1,-1.470805168,-1.29731977,0.037540477,6.873770714,2.203832865,8.336253166
1,-0.438516974,-0.482766867,12.04734707,1.891743064,7.322490692,2.419396162
1,-0.861907005,-0.044392347,5.843278885,3.01447916,7.848406315,2.95697546
1,-0.203845739,-0.800518215,16.29058647,4.940122604,3.922964811,6.375334263
1,0,-1.5,20,7,1,0
